"Cód.";"Município";"Abacate";"Abacaxi";"Açaí";"Alfafa fenada";"Algodão arbóreo (em caroço)";"Algodão herbáceo (em caroço)";"Alho";"Amendoim (em casca)";"Arroz (em casca)";"Aveia (em grão)";"Azeitona";"Banana (cacho)";"Batata-doce";"Batata-inglesa";"Borracha (látex coagulado)";"Borracha (látex líquido)";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Cana-de-açúcar";"Cana para forragem";"Caqui";"Castanha de caju";"Cebola";"Centeio (em grão)";"Cevada (em grão)";"Chá-da-índia (folha verde)";"Coco-da-baía";"Dendê (cacho de coco)";"Erva-mate (folha verde)";"Ervilha (em grão)";"Fava (em grão)";"Feijão (em grão)";"Figo";"Fumo (em folha)";"Girassol (em grão)";"Goiaba";"Guaraná (semente)";"Juta (fibra)";"Laranja";"Limão";"Linho (semente)";"Maçã";"Malva (fibra)";"Mamão";"Mamona (baga)";"Mandioca";"Manga";"Maracujá";"Marmelo";"Melancia";"Melão";"Milho (em grão)";"Noz (fruto seco)";"Palmito";"Pera";"Pêssego";"Pimenta-do-reino";"Rami (fibra)";"Sisal ou agave (fibra)";"Soja (em grão)";"Sorgo (em grão)";"Tangerina";"Tomate";"Trigo (em grão)";"Triticale (em grão)";"Tungue (fruto seco)";"Urucum (semente)";"Uva"
"5214002";"Mozarlândia (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"195";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"850";"-";"-";"-";"-";"-";"1200";"-";"-";"-";"-";"-";"-";"-";"3100";"-";"-";"-";"-";"-";"-";"-";"-"
"5214051";"Mundo Novo (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"375";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1100";"-";"1190";"-";"-";"-";"-";"-";"2250";"-";"-";"-";"-";"-";"-";"-";"2100";"-";"-";"-";"-";"-";"-";"-";"-"
"5214101";"Mutunópolis (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"350";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1216";"-";"-";"-";"-";"-";"784";"-";"-";"-";"-";"-";"-";"-";"1913";"-";"-";"-";"-";"-";"-";"-";"-"
"5214408";"Nazário (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"426";"-";"-";"-";"-";"-";"-";"-";"5800";"-";"-";"-";"-";"-";"-";"-";"-"
"5214507";"Nerópolis (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"210";"-";"-";"1785";"-";"-";"-";"...";"-";"245";"245";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"810";"48";"-";"-";"-";"-";"-";"930";"-";"-";"-";"-";"-";"792";"-";"-";"-";"-";"-";"-";"-";"448";"-";"3330";"-";"-";"-";"-";"-";"-"
"5214606";"Niquelândia (GO)";"-";"200";"-";"...";"-";"-";"-";"-";"550";"-";"-";"270";"-";"-";"683";"...";"-";"360";"360";"-";"...";"1200";"...";"-";"-";"-";"-";"-";"-";"30";"-";"-";"-";"-";"1670";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1200";"-";"-";"-";"-";"-";"43300";"-";"750";"-";"-";"-";"-";"-";"162500";"7000";"-";"-";"420";"-";"-";"-";"-"
"5214705";"Nova América (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"60300";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"340";"-";"-";"-";"-";"-";"350";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"5214804";"Nova Aurora (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"2533";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"510";"-";"-";"-";"-";"-";"2000";"-";"-";"-";"-";"-";"-";"-";"297";"-";"-";"-";"-";"-";"-";"-";"-"
"5214838";"Nova Crixás (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"338";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1020";"-";"-";"-";"-";"-";"2100";"-";"-";"-";"-";"-";"-";"-";"30000";"-";"-";"-";"-";"-";"-";"-";"-"
"5214861";"Nova Glória (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"42";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"845000";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4800";"-";"6600";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"5214879";"Nova Iguaçu de Goiás (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"160";"-";"-";"-";"...";"-";"-";"-";"-";"...";"624";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"160";"-";"-";"-";"-";"-";"405";"-";"-";"-";"-";"-";"-";"-";"228";"-";"-";"-";"-";"-";"-";"-";"-"
"5214903";"Nova Roma (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1666";"-";"-";"-";"-";"-";"-";"-";"439";"-";"-";"-";"-";"-";"-";"-";"-"
"5215009";"Nova Veneza (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"150";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"151";"-";"-";"-";"-";"-";"-";"-";"360";"-";"-";"-";"-";"-";"-";"-";"-"
"5215207";"Novo Brasil (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1020";"-";"-";"-";"-";"-";"750";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"5215231";"Novo Gama (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"143";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"761";"-";"-";"-";"-";"-";"1765";"-";"-";"-";"-";"-";"-";"-";"140";"-";"-";"-";"-";"-";"-";"-";"-"
"5215256";"Novo Planalto (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"10";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"630";"-";"-";"-";"-";"-";"1389";"-";"-";"-";"-";"-";"-";"-";"32939";"-";"-";"-";"-";"-";"-";"-";"-"
"5215306";"Orizona (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"99";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"105";"-";"-";"2561";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2670";"-";"-";"-";"-";"-";"92800";"-";"-";"-";"-";"-";"-";"-";"112200";"3360";"-";"30000";"-";"-";"-";"-";"-"
"5215405";"Ouro Verde de Goiás (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"4200";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"553";"-";"-";"-";"-";"-";"7131";"-";"-";"-";"-";"-";"-";"-";"-";"-";"624";"-";"-";"-";"-";"-";"-"
"5215504";"Ouvidor (GO)";"-";"-";"-";"...";"-";"-";"52";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"80";"80";"-";"...";"2480";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"240";"-";"-";"-";"-";"-";"6380";"-";"-";"-";"-";"-";"-";"-";"4200";"-";"-";"-";"-";"-";"-";"-";"-"
"5215603";"Padre Bernardo (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3960";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"77110";"-";"-";"-";"-";"-";"-";"-";"174000";"10005";"-";"-";"495";"-";"-";"-";"-"
"5215652";"Palestina de Goiás (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1050";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"13440";"-";"-";"-";"-";"-";"-";"-";"37400";"3745";"-";"-";"-";"-";"-";"-";"-"
"5215702";"Palmeiras de Goiás (GO)";"-";"29";"-";"...";"-";"3200";"-";"-";"210";"-";"-";"415";"-";"-";"210";"...";"-";"-";"-";"-";"...";"19000";"...";"-";"-";"-";"-";"-";"-";"1700";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2093";"30";"-";"-";"-";"-";"-";"500";"-";"-";"-";"-";"-";"78630";"-";"-";"-";"-";"-";"-";"-";"119700";"6699";"-";"24000";"-";"-";"-";"-";"-"
"5215801";"Palmelo (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"600";"-";"-";"-";"-";"-";"-";"133";"-";"-";"-";"-";"-";"1930";"-";"-";"-";"-";"-";"-";"-";"1485";"-";"-";"-";"-";"-";"-";"-";"-"
"5215900";"Palminópolis (GO)";"-";"557";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"90";"...";"-";"-";"-";"-";"...";"98010";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"461";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"336";"-";"-";"-";"-";"-";"6676";"-";"-";"-";"-";"-";"-";"-";"3713";"-";"-";"-";"-";"-";"-";"-";"-"
"5216007";"Panamá (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"11";"-";"-";"49";"-";"-";"-";"...";"-";"-";"-";"-";"...";"568000";"...";"-";"-";"-";"-";"-";"-";"20";"-";"-";"-";"-";"540";"-";"-";"160";"-";"-";"-";"159";"-";"-";"-";"-";"-";"-";"120";"-";"-";"-";"-";"-";"10550";"-";"-";"-";"-";"-";"-";"-";"8550";"3360";"-";"-";"-";"-";"-";"-";"-"
"5216304";"Paranaiguara (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"1365036";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"711";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"165";"-";"-";"-";"-";"-";"2000";"-";"-";"-";"-";"-";"-";"-";"2520";"-";"-";"-";"-";"-";"-";"-";"-"
"5216403";"Paraúna (GO)";"-";"-";"-";"...";"-";"4270";"-";"-";"-";"-";"-";"-";"-";"-";"335";"...";"-";"1750";"1750";"-";"...";"1095000";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"9594";"-";"-";"-";"-";"-";"-";"1000";"-";"-";"-";"-";"-";"-";"290";"-";"-";"-";"-";"-";"392700";"-";"-";"-";"-";"-";"-";"-";"394320";"157500";"-";"-";"-";"-";"-";"-";"777"
"5216452";"Perolândia (GO)";"-";"-";"-";"...";"-";"12095";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"620500";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2985";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"210960";"-";"-";"-";"-";"-";"-";"-";"120750";"11780";"-";"-";"-";"-";"-";"-";"-"
"5216809";"Petrolina de Goiás (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"20";"-";"-";"9560";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"162";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1650";"-";"-";"-";"-";"-";"3582";"-";"-";"-";"-";"-";"-";"-";"1740";"-";"-";"-";"-";"-";"-";"-";"-"
"5216908";"Pilar de Goiás (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"40";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"288";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"5217104";"Piracanjuba (GO)";"-";"594";"-";"...";"-";"700";"-";"-";"240";"-";"-";"222";"-";"-";"51";"...";"-";"-";"-";"-";"...";"2340";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2070";"-";"35";"5500";"-";"-";"-";"1683";"-";"-";"-";"-";"-";"-";"1360";"-";"-";"-";"-";"-";"60240";"-";"1225";"-";"-";"-";"-";"-";"208000";"47600";"170";"80000";"-";"-";"-";"-";"-"
"5217203";"Piranhas (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"280";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1600";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"54288";"-";"-";"-";"-";"-";"-";"-";"-"
"5217302";"Pirenópolis (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"120";"-";"-";"17080";"-";"-";"640";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1080";"-";"-";"-";"-";"-";"-";"1705";"-";"-";"-";"-";"-";"5928";"-";"-";"-";"-";"-";"-";"-";"10500";"-";"3000";"-";"-";"-";"-";"-";"18"
"5217401";"Pires do Rio (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"150";"-";"-";"-";"...";"-";"38";"38";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"380";"-";"-";"-";"-";"-";"9000";"-";"-";"-";"-";"-";"-";"-";"16500";"900";"-";"-";"-";"-";"-";"-";"-"
"5217609";"Planaltina (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"120";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10480";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1380";"-";"140";"-";"-";"-";"46365";"-";"-";"-";"-";"-";"-";"-";"57600";"1667";"-";"8550";"-";"-";"-";"-";"-"
"5217708";"Pontalina (GO)";"-";"124";"-";"...";"-";"-";"-";"-";"-";"-";"-";"153";"-";"-";"45";"...";"-";"-";"-";"-";"...";"358000";"...";"-";"-";"-";"-";"-";"-";"384";"-";"-";"-";"-";"870";"-";"-";"800";"-";"-";"-";"2600";"-";"-";"-";"-";"-";"-";"1200";"-";"-";"-";"3274";"-";"11620";"-";"170";"-";"-";"-";"-";"-";"102400";"5250";"-";"50000";"-";"-";"-";"-";"-"
"5218003";"Porangatu (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"102";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1162";"-";"-";"-";"-";"-";"2759";"-";"-";"-";"-";"-";"-";"-";"54674";"-";"-";"-";"-";"-";"-";"-";"-"
"5218052";"Porteirão (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"2079000";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"45525";"-";"-";"-";"-";"-";"-";"-";"37125";"6150";"-";"-";"-";"-";"-";"-";"-"
"5218102";"Portelândia (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"105600";"-";"-";"-";"-";"-";"-";"-";"82800";"3000";"-";"-";"-";"-";"-";"-";"-"
"5218300";"Posse (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"45";"-";"-";"-";"-";"-";"50";"-";"-";"-";"-";"-";"-";"-";"10955";"-";"-";"-";"-";"-";"-";"-";"-"
"5218391";"Professor Jamil (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"306";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"882";"-";"-";"-";"-";"-";"-";"-";"2560";"660";"-";"-";"-";"-";"-";"-";"-"
"5218508";"Quirinópolis (GO)";"-";"255";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"5943945";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"662";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2225";"-";"-";"-";"-";"-";"60040";"-";"-";"-";"-";"-";"-";"-";"67500";"6000";"-";"-";"-";"-";"-";"-";"-"
"5218607";"Rialma (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"24";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"184800";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7800";"-";"2478";"-";"-";"-";"-";"-";"-";"-";"2275";"-";"-";"-";"-";"-";"-";"-";"-"
"5218706";"Rianápolis (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"70";"...";"-";"-";"-";"-";"...";"58735";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"210";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"225";"-";"88";"-";"5200";"-";"885";"-";"-";"-";"-";"-";"-";"-";"667";"-";"-";"-";"-";"-";"-";"-";"-"
"5218789";"Rio Quente (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"1190";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"57";"-";"-";"-";"-";"-";"-";"247";"-";"-";"-";"-";"-";"150";"-";"-";"-";"-";"-";"-";"-";"600";"124";"-";"-";"-";"-";"-";"-";"-"
"5218805";"Rio Verde (GO)";"-";"320";"-";"...";"-";"9670";"-";"-";"105";"-";"-";"2757";"-";"-";"218";"...";"-";"1300";"1300";"-";"...";"2520000";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5094";"-";"-";"410";"-";"-";"-";"8596";"75";"-";"-";"-";"-";"-";"2583";"-";"-";"-";"4500";"-";"2310600";"-";"-";"-";"-";"-";"-";"-";"1081200";"144000";"-";"-";"-";"-";"-";"-";"-"
"5218904";"Rubiataba (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"57";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"475241";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1000";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"5219001";"Sanclerlândia (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"100";"-";"-";"240";"-";"-";"-";"...";"-";"-";"-";"-";"...";"4125";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"425";"-";"-";"-";"-";"-";"1500";"-";"-";"-";"-";"-";"-";"-";"300";"-";"-";"-";"-";"-";"-";"-";"-"
"5219100";"Santa Bárbara de Goiás (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"39500";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"780";"-";"-";"-";"-";"-";"-";"-";"4250";"-";"-";"-";"-";"-";"-";"-";"-"
"5219209";"Santa Cruz de Goiás (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"19";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"1240";"-";"-";"-";"-";"-";"-";"-";"-";"210";"-";"-";"104";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"660";"-";"-";"-";"-";"-";"40800";"-";"-";"-";"-";"-";"-";"-";"57120";"2520";"-";"-";"-";"-";"-";"-";"-"
"5219258";"Santa Fé de Goiás (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"183";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3360";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"425";"-";"-";"-";"1800";"-";"4200";"-";"-";"-";"-";"-";"-";"-";"6600";"-";"-";"-";"-";"-";"-";"-";"-"
"5219308";"Santa Helena de Goiás (GO)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"2200";"-";"-";"-";"...";"-";"-";"-";"-";"...";"2300000";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2640";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"990";"-";"-";"-";"3600";"-";"252000";"-";"-";"-";"-";"-";"-";"-";"144000";"32000";"-";"-";"-";"-";"-";"-";"-"
